# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "10" "-a" "/scratch_tmp/grp/msc_appbio/group10/ref_genome/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group10/outputs/featureCounts/all_samples_gene_counts.txt" "-t" "exon" "-g" "gene_id" "-p" "-B" "--countReadPairs" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam
YNCK0012C	NC_001143.9	313401	313472	-	72	21	13	6	12
YKL067W	NC_001143.9	314812	315273	+	462	8986	9404	9096	15959
YKL065W-A	NC_001143.9	315954	316175	+	222	17096	10453	29827	23978
YKL065C	NC_001143.9	316437	317057	-	621	10291	9350	8439	9105
YKL064W	NC_001143.9	317764	320673	+	2910	5915	6403	5704	4909
YKL063C	NC_001143.9	321015	321518	-	504	1861	1829	1740	2319
YKL062W	NC_001143.9	323228	325120	+	1893	2016	2743	2293	3308
YKL061W	NC_001143.9	325771	326112	+	342	1883	1722	1734	2264
YKL060C	NC_001143.9	326408	327487	-	1080	260738	285866	203815	167025
YKL059C	NC_001143.9	328118	329443	-	1326	2588	2671	2610	1960
YKL058W	NC_001143.9	330166	330534	+	369	10288	8597	8893	11798
YKL057C	NC_001143.9	330856	333969	-	3114	2874	2825	2894	3126
YKL056C	NC_001143.9	334412	334915	-	504	31600	34086	26003	64579
YKL055C	NC_001143.9	335321	336157	-	837	216	249	198	288
YKL054C	NC_001143.9	336537	338753	-	2217	8457	9757	9603	7853
YKL053C-A	NC_001143.9	339182	339442	-	261	3276	3213	3002	5642
YKL052C	NC_001143.9	339668	340546	-	879	2391	2431	1783	1657
YKL051W	NC_001143.9	341312	342373	+	1062	2110	2329	1657	1690
YKL050C	NC_001143.9	342852	345620	-	2769	4610	3631	8866	6047
YKL049C	NC_001143.9	346075	346764	-	690	1930	1798	1804	1617
YKL048C	NC_001143.9	347214	349136	-	1923	1547	1854	1333	1218
YKL047W	NC_001143.9	349463	351013	+	1551	2014	2101	1607	1572
YKL046C	NC_001143.9	351275	352624	-	1350	6773	6769	5893	5774
YKL045W	NC_001143.9	353493	355079	+	1587	2485	2468	2732	3726
YKL044W	NC_001143.9	356322	356642	+	321	465	668	477	508
YKL043W	NC_001143.9	356748	357848	+	1101	5493	7061	5982	6695
YKL042W	NC_001143.9	358475	359566	+	1092	1290	1309	1448	1366
YKL041W	NC_001143.9	360143	360817	+	675	2647	2557	2478	2726
YKL040C	NC_001143.9	361058	361828	-	771	5072	4535	4357	5164
YKL039W	NC_001143.9	362622	364193	+	1572	5385	5357	4604	4390
YNCK0013W	NC_001143.9	364776	364876	+	101	125	138	96	147
YKL038W	NC_001143.9	365605	369117	+	3513	3729	3843	4829	3901
YKL037W	NC_001143.9	369365	369721	+	357	121	116	110	146
YKL035W	NC_001143.9	369891	371390	+	1500	9239	9897	8141	7198
YKL034W	NC_001143.9	371829	374105	+	2277	4496	4163	3752	2959
YKL033W-A	NC_001143.9	374505	375215	+	711	2448	2327	2223	5102
YKL033W	NC_001143.9	375456	378572	+	3117	1601	1613	1621	1482
YNCK0014W	NC_001143.9	379680	379753	+	74	11	10	2	9
YKL032C	NC_001143.9	380065	381858	-	1794	4832	5891	4975	4233
YKL029C	NC_001143.9	382716	384725	-	2010	2335	2632	2505	2864
YKL028W	NC_001143.9	385758	387206	+	1449	3703	3951	3443	3427
YKL027W	NC_001143.9	387562	388905	+	1344	2110	2227	1828	2566
YKL026C	NC_001143.9	389380	389883	-	504	11580	9782	9239	6952
YKL025C	NC_001143.9	390240	392279	-	2040	3029	3150	3026	2798
YKL024C	NC_001143.9	392526	393140	-	615	1764	1870	1366	1645
YKL023C-A	NC_001143.9	393146	393373	-	228	385	369	296	355
YKL023W	NC_001143.9	393721	394554	+	834	1882	2049	1525	1236
YKL022C	NC_001143.9	394726	397248	-	2523	3146	3316	3064	2484
YKL021C	NC_001143.9	397344	398750	-	1407	2678	2764	2185	2470
YKL020C	NC_001143.9	398832	402080	-	3249	5765	5677	6679	4648
YKL019W	NC_001143.9	402568	403518	+	951	2645	3137	2602	2601
YKL018C-A	NC_001143.9	403580	403879	-	300	1887	1939	1661	2030
YKL018W	NC_001143.9	404102	405091	+	990	1245	1343	1085	1203
YKL017C	NC_001143.9	405190	407241	-	2052	1329	1506	1239	1395
YKL016C	NC_001143.9	407465	407989	-	525	11867	13211	14771	21284
YKL015W	NC_001143.9	408544	411483	+	2940	5464	5564	5487	4659
YKL014C	NC_001143.9	411619	416913	-	5295	1263	1610	1338	1894
YKL013C	NC_001143.9	417508	418023	-	516	5483	5294	4944	7287
YKL012W	NC_001143.9	418310	420061	+	1752	2596	2653	2256	2063
YKL011C	NC_001143.9	420155	421216	-	1062	689	792	551	1042
YKL010C	NC_001143.9	421424	425875	-	4452	6400	7002	5911	4818
YKL009W	NC_001143.9	426242	426952	+	711	3733	4265	2893	5008
YKL008C	NC_001143.9	427295	428551	-	1257	2723	2461	2282	2210
YKL007W	NC_001143.9	429302	430108	+	807	4927	4676	4792	4169
YKL006C-A	NC_001143.9;NC_001143.9	430198;430597	430455;430632	-;-	294	6767	5615	4806	5827
YNCK0015C	NC_001143.9	431030	431138	-	109	360	271	432	360
YKL006W	NC_001143.9;NC_001143.9	431906;432433	432034;432720	+;+	417	8100	9636	8668	17234
YKL005C	NC_001143.9	433093	434877	-	1785	3664	3760	4298	3277
YKL004W	NC_001143.9	435580	436785	+	1206	4666	4852	4079	4386
YKL003C	NC_001143.9	437097	437492	-	396	2220	2472	1859	2553
YKL002W	NC_001143.9;NC_001143.9	437778;437906	437837;438544	+;+	699	7106	7260	6047	5878
YKL001C	NC_001143.9	438777	439385	-	609	2644	2901	2194	3626
YKR001C	NC_001143.9	440608	442722	-	2115	7932	8005	7725	6491
YKR002W	NC_001143.9	443232	444938	+	1707	3230	3167	3261	2977
YKR003W	NC_001143.9	445381	446727	+	1347	1420	1468	1314	1328
YKR004C	NC_001143.9;NC_001143.9	446799;447811	447706;448036	-;-	1134	1702	1644	1108	1092
YKR005C	NC_001143.9;NC_001143.9	448521;450021	449951;450167	-;-	1578	960	947	755	955
YKR006C	NC_001143.9	450423	451217	-	795	2438	2782	2374	3064
YKR007W	NC_001143.9	451434	451988	+	555	2537	2397	2004	2098
YKR008W	NC_001143.9	452201	454078	+	1878	2032	2140	1909	1619
YKR009C	NC_001143.9	454352	457054	-	2703	33487	28739	33641	22862
YNCK0016W	NC_001143.9;NC_001143.9	458557;458627	458594;458670	+;+	82	5	0	2	2
YKR010C	NC_001143.9	458924	461239	-	2316	1200	1358	1322	1472
YKR011C	NC_001143.9	461635	462696	-	1062	1606	1906	1802	2094
YKR013W	NC_001143.9	463959	464948	+	990	4030	5318	5969	8363
YKR014C	NC_001143.9	465367	466071	-	705	13185	12747	11113	11015
YKR015C	NC_001143.9	466961	468667	-	1707	785	823	757	675
YKR016W	NC_001143.9	469717	471339	+	1623	2608	3123	3254	6152
YKR017C	NC_001143.9	471694	473349	-	1656	2233	2324	2010	1706
YKR018C	NC_001143.9	473723	475900	-	2178	14213	14262	16761	12623
YKR019C	NC_001143.9	476216	478063	-	1848	1187	1406	886	736
YKR020W	NC_001143.9	478338	478832	+	495	1255	1304	1314	1438
YKR021W	NC_001143.9	479234	481981	+	2748	2941	3217	3199	3140
YKR022C	NC_001143.9	482171	483139	-	969	2256	2256	1989	2148
YKR023W	NC_001143.9	483419	485011	+	1593	1381	1517	1125	1019
YKR024C	NC_001143.9	485144	487372	-	2229	2307	2607	2122	2469
YKR025W	NC_001143.9	487770	488618	+	849	1717	1848	1491	1677
YKR026C	NC_001143.9	488738	489655	-	918	2011	2050	1583	2197
YNCK0017W	NC_001143.9	490968	491040	+	73	3	9	1	10
YKR027W	NC_001143.9	491364	493661	+	2298	967	1053	773	783
YKR028W	NC_001143.9	494257	497358	+	3102	3510	3791	3683	3348
YKR029C	NC_001143.9	497578	499833	-	2256	1888	2070	1734	1478
YKR030W	NC_001143.9	500282	501103	+	822	1293	1227	902	1063
YKR031C	NC_001143.9	501344	506395	-	5052	4228	4316	4365	3991
YKR032W	NC_001143.9	506517	506831	+	315	1	3	1	5
YKR034W	NC_001143.9	506898	507707	+	810	285	235	211	270
YKR035W-A	NC_001143.9	507939	508553	+	615	5779	5439	4749	5271
YKR036C	NC_001143.9	508702	510633	-	1932	2107	2388	2222	2458
YKR037C	NC_001143.9	510910	511797	-	888	1705	1574	1494	1459
YKR038C	NC_001143.9	511999	513159	-	1161	2586	2786	2193	2393
YNCK0018C	NC_001143.9	513332	513403	-	72	2	0	0	1
YKR039W	NC_001143.9	515063	516871	+	1809	12416	12570	9291	8389
YNCK0019W	NC_001143.9	517988	518060	+	73	17	17	15	12
YKR041W	NC_001143.9	518198	518950	+	753	194	218	180	185
YKR042W	NC_001143.9	519527	520624	+	1098	7729	11289	12044	13872
YKR043C	NC_001143.9	520897	521712	-	816	3203	3849	3073	4333
YKR044W	NC_001143.9	522015	523346	+	1332	2520	2585	2158	2220
YKR045C	NC_001143.9	523418	523969	-	552	522	500	476	392
YKR046C	NC_001143.9	524223	525074	-	852	28048	25980	32821	28514
YKR048C	NC_001143.9	525387	526640	-	1254	10653	11317	9301	7253
YKR049C	NC_001143.9	526830	527231	-	402	11564	9890	9283	8246
YKR050W	NC_001143.9	527815	530484	+	2670	5060	4889	5257	3909
YKR051W	NC_001143.9	530946	532202	+	1257	2081	1884	1792	1705
YKR052C	NC_001143.9	532550	533464	-	915	1722	1809	1152	1199
YKR053C	NC_001143.9	534067	535281	-	1215	1150	1320	1095	1134
YKR054C	NC_001143.9	535647	547925	-	12279	2211	2516	2268	2058
YKR055W	NC_001143.9	548216	549091	+	876	1402	1370	1289	1157
YKR056W	NC_001143.9	549448	551367	+	1920	2173	2501	1996	2031
YKR057W	NC_001143.9;NC_001143.9	551657;552003	551680;552242	+;+	264	11831	12172	12609	26273
YKR058W	NC_001143.9	552770	554620	+	1851	4388	4709	5783	4843
YKR059W	NC_001143.9	554987	556174	+	1188	6636	7582	6942	9891
YKR060W	NC_001143.9	556518	557342	+	825	928	970	803	1032
YKR061W	NC_001143.9	557677	558954	+	1278	1154	1559	909	1296
YNCK0020C	NC_001143.9	559016	559366	-	351	527	585	372	581
YKR062W	NC_001143.9	559666	560652	+	987	2255	2176	2219	2106
YKR063C	NC_001143.9	560789	562297	-	1509	2348	2291	2251	2533
YKR064W	NC_001143.9	562547	565138	+	2592	1557	1576	1720	1589
YKR065C	NC_001143.9	565299	565892	-	594	3810	4351	3321	4647
YKR066C	NC_001143.9	566113	567198	-	1086	7458	7875	7338	7227
YKR067W	NC_001143.9	567918	570149	+	2232	9041	9382	9227	10093
YKR068C	NC_001143.9	570328	570909	-	582	5955	5368	4305	4180
YKR069W	NC_001143.9	571612	573393	+	1782	2409	2721	1833	2179
YKR070W	NC_001143.9	573574	574632	+	1059	2597	2770	2168	3204
YKR071C	NC_001143.9	574934	575980	-	1047	5828	6656	5344	5660
YKR072C	NC_001143.9	576435	578123	-	1689	3885	3978	4050	3336
YKR073C	NC_001143.9	578187	578507	-	321	37	70	51	29
YNCK0021W	NC_001143.9;NC_001143.9	578965;579025	579001;579060	+;+	73	12	8	3	11
YKR074W	NC_001143.9	579209	579676	+	468	6521	5285	5670	9231
YKR075C	NC_001143.9	579827	580750	-	924	5248	6674	5262	5798
YKR076W	NC_001143.9	582283	583395	+	1113	22335	19377	31295	19295
YKR077W	NC_001143.9	583653	584744	+	1092	860	979	1326	1687
YKR078W	NC_001143.9	584952	586709	+	1758	1623	1557	1277	1128
YKR079C	NC_001143.9	586789	589305	-	2517	1534	1635	1404	1625
YKR080W	NC_001143.9	590395	591357	+	963	2838	2976	3034	3360
YKR081C	NC_001143.9	591506	592540	-	1035	2411	2775	1888	2397
YKR082W	NC_001143.9	592825	596298	+	3474	2737	2602	2584	2221
YKR083C	NC_001143.9	596421	596822	-	402	2445	1879	1999	3354
YKR084C	NC_001143.9	597055	598890	-	1836	2599	2743	2427	3154
YKR085C	NC_001143.9	599094	599681	-	588	3314	3251	2818	4728
YKR086W	NC_001143.9	599857	603072	+	3216	2553	2747	2628	2608
YKR087C	NC_001143.9	603195	604232	-	1038	1668	1933	1483	1637
YKR088C	NC_001143.9	604405	605418	-	1014	1882	1897	1484	1435
YKR089C	NC_001143.9	605633	608365	-	2733	3813	3806	4055	2950
YKR090W	NC_001143.9	608946	611066	+	2121	1547	1646	1808	2040
YKR091W	NC_001143.9	611525	612265	+	741	3474	3577	3726	3359
YKR092C	NC_001143.9	612665	613885	-	1221	1666	1877	1853	2802
YKR093W	NC_001143.9	615730	617535	+	1806	5828	6884	7294	9719
YKR094C	NC_001143.9;NC_001143.9	617996;618743	618374;618750	-;-	387	9143	10246	10569	17325
YKR095W	NC_001143.9	619805	625432	+	5628	5063	5340	5400	5327
YKR095W-A	NC_001143.9;NC_001143.9	625864;625977	625901;626205	+;+	267	1719	1680	1263	1494
YKR096W	NC_001143.9	626793	630380	+	3588	4536	4543	4879	3632
YKR097W	NC_001143.9	631152	632801	+	1650	9690	8966	38689	37430
YKR098C	NC_001143.9	633026	635179	-	2154	881	878	557	738
YKR099W	NC_001143.9	635851	638286	+	2436	1318	1401	1166	1127
YKR100C	NC_001143.9	638901	639968	-	1068	2382	2598	2116	2142
YKR101W	NC_001143.9	640540	642504	+	1965	1537	1594	1521	1437
YKR102W	NC_001143.9	646356	649865	+	3510	1167	1469	1079	935
YKR103W	NC_001143.9	653080	656736	+	3657	646	708	593	589
YKR104W	NC_001143.9	656836	657756	+	921	318	342	408	367
YKR105C	NC_001143.9	658716	660464	-	1749	960	1088	977	769
YKR106W	NC_001143.9	661442	663289	+	1848	1190	1228	1656	1426
YLL067C	NC_001144.5;NC_001144.5	585;4015	3915;4301	-;-	3618	5	5	10	5
YLL066W-B	NC_001144.5	5605	5775	+	171	2	2	5	0
YLL066C	NC_001144.5;NC_001144.5	6120;9550	9450;9836	-;-	3618	6	13	9	6
YLL064C	NC_001144.5	13083	13445	-	363	2	0	0	0
YLL063C	NC_001144.5	14648	16072	-	1425	0	0	0	0
YLL062C	NC_001144.5	16639	17613	-	975	368	485	457	400
YLL061W	NC_001144.5	17956	19707	+	1752	2616	2782	2722	2466
YLL060C	NC_001144.5	21138	21839	-	702	3072	2808	3338	2346
YLL058W	NC_001144.5	23569	25296	+	1728	927	1064	746	1196
YLL057C	NC_001144.5	25756	26994	-	1239	626	817	568	619
YLL056C	NC_001144.5	27409	28305	-	897	11907	10235	10961	6341
YLL055W	NC_001144.5	30109	31704	+	1596	1808	1943	1171	1425
YLL054C	NC_001144.5	32673	35204	-	2532	1565	1547	1282	1442
YLL053C	NC_001144.5	35503	35961	-	459	720	953	783	1131
YLL052C	NC_001144.5	35912	36361	-	450	510	777	504	727
YLL051C	NC_001144.5	37333	39471	-	2139	2011	2153	1801	1538
YLL050C	NC_001144.5;NC_001144.5	39804;40401	40221;40414	-;-	432	12967	12837	12200	16967
YLL049W	NC_001144.5	40666	41205	+	540	3637	3307	2862	2247
YLL048C	NC_001144.5	41280	46265	-	4986	5391	5738	6487	7110
YLL046C	NC_001144.5	46714	47463	-	750	222	183	137	88
YLL045C	NC_001144.5	47859	48629	-	771	12538	13648	15228	18121
YLL043W	NC_001144.5	49938	51947	+	2010	4544	5193	4299	3913
YLL042C	NC_001144.5	52087	52590	-	504	1069	1078	867	1321
YLL041C	NC_001144.5	53131	53931	-	801	25085	25553	33450	32199
YLL040C	NC_001144.5	54211	63645	-	9435	4637	5022	5644	4643
YLL039C	NC_001144.5	64062	65207	-	1146	45237	46638	42397	41955
YLL038C	NC_001144.5	65775	66518	-	744	361	404	488	484
YLL036C	NC_001144.5	66745	68256	-	1512	2705	2787	2534	2321
YLL035W	NC_001144.5	68580	70478	+	1899	1015	1071	727	747
YLL034C	NC_001144.5	70633	73146	-	2514	1776	1980	1622	1609
YLL033W	NC_001144.5	73409	74101	+	693	504	487	399	434
YLL032C	NC_001144.5	74270	76747	-	2478	1541	1596	1684	1296
YLL031C	NC_001144.5	77152	80205	-	3054	4147	4132	4091	3314
YLL030C	NC_001144.5	80356	80697	-	342	38	14	31	12
YLL029W	NC_001144.5	81461	83710	+	2250	7626	7627	9429	7840
YLL028W	NC_001144.5	84804	86564	+	1761	1919	2687	1838	2701
YLL027W	NC_001144.5	87403	88155	+	753	3817	3738	4159	3945
YLL026W	NC_001144.5	88623	91349	+	2727	125899	136199	129136	100124
YNCL0001W	NC_001144.5;NC_001144.5	92548;92615	92583;92650	+;+	72	10	11	4	6
YLL025W	NC_001144.5	94747	95121	+	375	283	311	292	265
YLL024C	NC_001144.5	95566	97485	-	1920	15587	19475	23816	23367
YLL023C	NC_001144.5	97997	98836	-	840	5143	4783	6340	5984
YLL022C	NC_001144.5	99044	100201	-	1158	3001	3038	3034	2347
YLL021W	NC_001144.5	100947	105347	+	4401	4198	4381	4506	4178
YLL019C	NC_001144.5	105686	107899	-	2214	13106	13564	14540	11188
YLL018C-A	NC_001144.5	108676	108972	-	297	619	623	793	700
YLL018C	NC_001144.5	109902	111575	-	1674	9352	10078	12902	9784
YLL017W	NC_001144.5	112234	112545	+	312	340	382	548	404
YLL016W	NC_001144.5	112847	115993	+	3147	2926	3154	3573	2927
YLL015W	NC_001144.5	116432	121111	+	4680	6406	6299	7113	6522
YLL014W	NC_001144.5	121322	121648	+	327	4805	4221	3483	6897
YLL013C	NC_001144.5	122075	124714	-	2640	1391	1575	1718	2200
YLL012W	NC_001144.5	125534	127255	+	1722	3049	2853	2268	2754
YLL011W	NC_001144.5	127523	128992	+	1470	2816	3060	2488	3326
YLL010C	NC_001144.5	129330	130613	-	1284	1101	1181	1150	972
YLL009C	NC_001144.5	131205	131414	-	210	7582	6852	6175	10134
YLL008W	NC_001144.5	131729	133987	+	2259	2417	3078	2286	3206
YLL007C	NC_001144.5	134302	136299	-	1998	704	706	741	696
YLL006W-A	NC_001144.5	136345	136521	+	177	0	0	0	0
YLL006W	NC_001144.5	136586	137866	+	1281	1349	1249	1086	921
YLL005C	NC_001144.5	137940	140546	-	2607	1553	1585	1297	1356
YLL004W	NC_001144.5	141073	142923	+	1851	1324	1530	1048	1236
YLL003W	NC_001144.5	143201	146041	+	2841	2518	2709	2403	2054
YLL002W	NC_001144.5	146291	147601	+	1311	1027	1085	986	1202
YLL001W	NC_001144.5	147890	150163	+	2274	3923	4189	3934	4017
YLR001C	NC_001144.5	151389	153977	-	2589	4216	4169	3756	3797
YLR002C	NC_001144.5	154343	156334	-	1992	1657	1729	1506	1684
YLR003C	NC_001144.5	156855	157730	-	876	1585	1629	1307	1408
YLR004C	NC_001144.5	157934	159505	-	1572	1536	1512	1177	1013
YLR005W	NC_001144.5	160049	161434	+	1386	6357	6322	5750	4498
YLR006C	NC_001144.5	161755	163893	-	2139	2210	2229	2474	2074
YLR007W	NC_001144.5	164392	165402	+	1011	3442	3227	3294	3165
YLR008C	NC_001144.5	165577	166083	-	507	1667	1887	1442	3002
YLR009W	NC_001144.5	166537	167136	+	600	3733	4394	3258	5433
YLR010C	NC_001144.5	167320	167802	-	483	2531	2105	2207	2056
YNCL0002C	NC_001144.5	167944	168025	-	82	0	1	0	0
YLR011W	NC_001144.5	169103	169678	+	576	707	647	544	521
YLR012C	NC_001144.5	169982	170281	-	300	35	44	28	64
YLR013W	NC_001144.5	171339	171764	+	426	69	103	94	109
YLR014C	NC_001144.5	172268	174982	-	2715	1358	1510	1073	1089
YLR015W	NC_001144.5	175227	176744	+	1518	2175	2093	1934	1937
YLR016C	NC_001144.5	176802	177416	-	615	1545	1569	1389	1880
YLR017W	NC_001144.5	177608	178621	+	1014	3980	4141	4091	4407
YLR018C	NC_001144.5	178707	179606	-	900	2679	2530	2890	3314
YLR019W	NC_001144.5	180288	181481	+	1194	3174	3311	3719	3221
YLR020C	NC_001144.5	181789	183405	-	1617	2110	2332	1518	1979
YLR021W	NC_001144.5	183623	184162	+	540	1558	1559	1375	1388
YLR022C	NC_001144.5	184174	184926	-	753	925	935	877	1153
YLR023C	NC_001144.5	185498	187129	-	1632	4260	5527	3384	5238
YLR024C	NC_001144.5	187663	193281	-	5619	2205	2556	2219	1850
YLR025W	NC_001144.5	194452	195174	+	723	4053	4137	4381	3683
YLR026C	NC_001144.5	195450	196472	-	1023	1424	1649	1226	1409
YLR027C	NC_001144.5	196829	198085	-	1257	8640	9103	10943	11460
YNCL0003W	NC_001144.5	198784	199389	+	606	792	912	950	1616
YLR028C	NC_001144.5	199540	201315	-	1776	15184	15998	15791	13519
YLR029C	NC_001144.5	201976	202590	-	615	20036	23861	22255	40256
YLR030W	NC_001144.5	203290	204081	+	792	1536	1396	1408	937
YLR031W	NC_001144.5	204225	204785	+	561	1431	1300	1159	780
YLR032W	NC_001144.5	204991	208500	+	3510	2672	2813	2940	3135
YLR033W	NC_001144.5	208761	210269	+	1509	2465	2605	2397	3014
YLR034C	NC_001144.5	210512	211933	-	1422	4841	3892	3967	3779
YLR035C	NC_001144.5	212369	214456	-	2088	1235	1274	1232	1018
YNCL0004C	NC_001144.5	214883	214955	-	73	14	10	8	6
YLR035C-A	NC_001144.5	215440	218907	-	3468	15	18	8	7
YLR036C	NC_001144.5	221521	222132	-	612	712	708	556	797
YLR037C	NC_001144.5	222685	223059	-	375	978	992	752	640
YLR038C	NC_001144.5	224921	225172	-	252	7842	7405	9149	17495
YLR039C	NC_001144.5	225426	228596	-	3171	2591	2916	2731	2706
YLR040C	NC_001144.5	228908	229582	-	675	807	839	714	868
YLR042C	NC_001144.5	229966	230451	-	486	840	1110	1259	2826
YLR043C	NC_001144.5	231702	232013	-	312	12364	11071	13994	25732
YLR044C	NC_001144.5	232390	234081	-	1692	129944	148759	139966	115956
YLR045C	NC_001144.5	235037	237703	-	2667	1714	2094	2014	1813
YLR046C	NC_001144.5	238001	238813	-	813	1921	1772	2033	2143
YLR047C	NC_001144.5	239347	241407	-	2061	1837	1997	1786	1323
YLR048W	NC_001144.5;NC_001144.5	242232;242681	242321;243349	+;+	759	11195	13040	13302	18999
YLR049C	NC_001144.5	243886	245172	-	1287	1229	1317	1339	2004
YLR050C	NC_001144.5	245587	246072	-	486	1943	2177	2213	3948
YLR051C	NC_001144.5	246324	246977	-	654	4510	3806	3439	5031
YLR052W	NC_001144.5	247201	247953	+	753	2015	2093	2239	2079
YLR053C	NC_001144.5	248100	248426	-	327	2333	1740	2406	2403
YLR054C	NC_001144.5;NC_001144.5	248717;250948	250860;250978	-;-	2175	947	1282	940	1098
YLR055C	NC_001144.5	251272	253080	-	1809	1963	1990	1925	1766
YLR056W	NC_001144.5	253861	254958	+	1098	18716	10683	9846	13773
YLR057W	NC_001144.5	255306	257855	+	2550	2516	2650	2084	2169
YLR058C	NC_001144.5	257992	259401	-	1410	6251	6301	7505	7007
YLR059C	NC_001144.5	259738	260547	-	810	1374	1622	1349	1589
YLR060W	NC_001144.5	260979	262766	+	1788	2629	3159	3043	4099
YLR061W	NC_001144.5;NC_001144.5	263194;263595	263205;263948	+;+	366	5853	7266	7687	15895
YLR063W	NC_001144.5	264157	265254	+	1098	443	470	375	366
YLR064W	NC_001144.5	265456	266277	+	822	1955	2122	1442	1547
YLR065C	NC_001144.5	266373	266918	-	546	1631	1670	1549	2102
YLR066W	NC_001144.5	267169	267723	+	555	2425	2267	2094	3329
YLR067C	NC_001144.5	267813	270710	-	2898	1125	1312	1017	1158
YLR068W	NC_001144.5	271008	271463	+	456	3152	3002	1985	2416
YLR069C	NC_001144.5	271630	273915	-	2286	3761	4411	3569	4774
YLR070C	NC_001144.5	274141	275211	-	1071	2651	2259	4120	2954
YLR071C	NC_001144.5	275378	278626	-	3249	2465	2660	2682	2636
YLR072W	NC_001144.5	278862	280943	+	2082	4345	4440	4277	3275
YLR073C	NC_001144.5	281019	281621	-	603	666	799	723	1310
YLR074C	NC_001144.5	281956	282456	-	501	2140	2264	2191	2376
YLR075W	NC_001144.5	282927	283592	+	666	88131	81483	83100	116554
YLR077W	NC_001144.5	283872	285623	+	1752	3450	3607	2993	3119
YLR078C	NC_001144.5;NC_001144.5	285736;286557	286467;286559	-;-	735	4544	4400	3684	4054
YLR079W	NC_001144.5	286820	287674	+	855	4402	4825	4221	4278
YLR080W	NC_001144.5	287916	289250	+	1335	4070	3425	4015	3883
YLR081W	NC_001144.5	290212	291936	+	1725	714	687	1184	896
YLR082C	NC_001144.5	292394	293572	-	1179	2252	2064	2059	2023
YLR083C	NC_001144.5	294091	296094	-	2004	2832	2982	2410	2964
YLR084C	NC_001144.5	296589	300251	-	3663	911	1126	1390	1705
YLR085C	NC_001144.5	300673	301989	-	1317	2196	2238	1916	1940
YLR086W	NC_001144.5	302243	306499	+	4257	2464	2740	2354	1939
YLR087C	NC_001144.5	306855	315731	-	8877	2618	3167	2785	2378
YLR088W	NC_001144.5	316107	317951	+	1845	2790	2662	2363	2753
YLR089C	NC_001144.5	318237	320015	-	1779	5831	6613	6590	7111
YLR090W	NC_001144.5	320701	322080	+	1380	2265	2503	1617	1909
YLR091W	NC_001144.5	322297	323178	+	882	1567	1706	1575	1479
YLR092W	NC_001144.5	323544	326225	+	2682	1695	2159	1783	1570
YLR093C	NC_001144.5;NC_001144.5	326513;327400	327258;327415	-;-	762	12191	11401	10320	9994
YLR094C	NC_001144.5	327730	329238	-	1509	2986	3170	2819	2110
YLR095C	NC_001144.5	329677	332115	-	2439	1769	2065	1780	1488
YLR096W	NC_001144.5	332590	336033	+	3444	2407	2361	2333	1922
YLR097C	NC_001144.5	336231	337265	-	1035	2017	2085	1618	1941
YLR098C	NC_001144.5	337527	339473	-	1947	1205	1330	1174	1187
YLR099C	NC_001144.5	339744	340928	-	1185	5493	6349	2687	2260
YLR099W-A	NC_001144.5	341325	341588	+	264	1118	1235	894	1060
YLR100W	NC_001144.5	341810	342853	+	1044	3584	3834	2703	3536
YLR102C	NC_001144.5	342970	343767	-	798	2071	2005	1610	1407
YLR103C	NC_001144.5	343989	345941	-	1953	961	1115	1105	1793
YLR104W	NC_001144.5	346585	346980	+	396	2574	2655	1969	2407
YLR105C	NC_001144.5	347047	348180	-	1134	2207	2266	1731	2106
YNCL0005C	NC_001144.5	348427	348510	-	84	67	48	45	47
YLR106C	NC_001144.5	349006	363738	-	14733	4585	5469	5076	5110
YLR107W	NC_001144.5	364116	365330	+	1215	2307	2618	1779	2480
YNCL0006W	NC_001144.5	366235	366346	+	112	19	16	9	17
YLR108C	NC_001144.5	366667	368124	-	1458	3331	2933	3080	1823
YLR109W	NC_001144.5	368781	369311	+	531	47384	48204	46828	35915
YLR110C	NC_001144.5	369697	370098	-	402	24787	38004	44802	66295
YLR111W	NC_001144.5	370391	370723	+	333	40	40	20	21
YLR112W	NC_001144.5	370791	371210	+	420	70	89	87	154
YLR113W	NC_001144.5	371620	372927	+	1308	2491	3160	3027	4021
YNCL0007W	NC_001144.5	374355	374427	+	73	2	3	2	5
